PARAMETER ASSIGNMENT,SIGN,O-MSB,O-LSB,WORD,SUBF,SUPF,UNIT,OUT RANGE,OUT RES,ACCURACY
TE FLAP POSN-RT,S,12,2,446,0,0,DEG,+/-360,0.3515625,N/A
RADIO HEIGHT - LT LRRA - MSP,,2,1,125,0,0,FT,6144-0,2048,2 % OR 1.
RADIO HEIGHT - LT LRRA - MSP,,2,1,253,0,0,FT,6144-0,2048,2 % OR 1.
RADIO HEIGHT - LT LRRA - MSP,,2,1,381,0,0,FT,6144-0,2048,2 % OR 1.
RADIO HEIGHT - LT LRRA - MSP,,2,1,509,0,0,FT,6144-0,2048,2 % OR 1.
RADIO HEIGHT - LT LRRA - LSP,S,12,1,124,0,0,FT,+/-2048,1,2 % OR 1.
RADIO HEIGHT - LT LRRA - LSP,S,12,1,252,0,0,FT,+/-2048,1,2 % OR 1.
RADIO HEIGHT - LT LRRA - LSP,S,12,1,380,0,0,FT,+/-2048,1,2 % OR 1.
RADIO HEIGHT - LT LRRA - LSP,S,12,1,508,0,0,FT,+/-2048,1,2 % OR 1.
RADIO HEIGHT - RT LRRA - MSP,,2,1,127,0,0,FT,6144-0,2048,2 % OR 1.
RADIO HEIGHT - RT LRRA - MSP,,2,1,255,0,0,FT,6144-0,2048,2 % OR 1.
RADIO HEIGHT - RT LRRA - MSP,,2,1,383,0,0,FT,6144-0,2048,2 % OR 1.
RADIO HEIGHT - RT LRRA - MSP,,2,1,511,0,0,FT,6144-0,2048,2 % OR 1.
RADIO HEIGHT - RT LRRA - LSP,S,12,1,126,0,0,FT,+/-2048,1,2 % OR 1.
RADIO HEIGHT - RT LRRA - LSP,S,12,1,254,0,0,FT,+/-2048,1,2 % OR 1.
RADIO HEIGHT - RT LRRA - LSP,S,12,1,382,0,0,FT,+/-2048,1,2 % OR 1.
RADIO HEIGHT - RT LRRA - LSP,S,12,1,510,0,0,FT,+/-2048,1,2 % OR 1.
MACH TRIM CMD FEEDBACK,S,12,3,496,1,0,DEG,+/-5.90,0.011523437,N/A
MACH TRIM CMD,S,12,3,240,0,0,DEG,+/-5.90,0.011523437,N/A
AIL ACTUATOR POS-L,S,12,3,82,0,0,DEG,+/- 19.231,0.037560525,N/A
AIL ACTUATOR POS-L,S,12,3,210,0,0,DEG,+/- 19.231,0.037560525,N/A
AIL ACTUATOR POS-L,S,12,3,338,0,0,DEG,+/- 19.231,0.037560525,N/A
AIL ACTUATOR POS-L,S,12,3,466,0,0,DEG,+/- 19.231,0.037560525,N/A
AIL QUADRANT POS,S,12,3,22,0,0,DEG,+/- 21.3,0.041600156,N/A
AIL QUADRANT POS,S,12,3,150,0,0,DEG,+/- 21.3,0.041600156,N/A
AIL QUADRANT POS,S,12,3,278,0,0,DEG,+/- 21.3,0.041600156,N/A
AIL QUADRANT POS,S,12,3,406,0,0,DEG,+/- 21.3,0.041600156,N/A
ELEV PITCH CMD-L,S,12,3,7,0,0,DEG,+/- 32,0.0625,N/A
ELEV PITCH CMD-L,S,12,3,135,0,0,DEG,+/- 32,0.0625,N/A
ELEV PITCH CMD-L,S,12,3,263,0,0,DEG,+/- 32,0.0625,N/A
ELEV PITCH CMD-L,S,12,3,391,0,0,DEG,+/- 32,0.0625,N/A
ELEV ACTUATOR POS-L,S,12,3,5,0,0,DEG,+/- 19.231,0.037560546,N/A
ELEV ACTUATOR POS-L,S,12,3,133,0,0,DEG,+/- 19.231,0.037560546,N/A
ELEV ACTUATOR POS-L,S,12,3,261,0,0,DEG,+/- 19.231,0.037560546,N/A
ELEV ACTUATOR POS-L,S,12,3,389,0,0,DEG,+/- 19.231,0.037560546,N/A
ELEV QUADRANT POS,S,12,3,9,0,0,DEG,+/- 32,0.0625,N/A
ELEV QUADRANT POS,S,12,3,137,0,0,DEG,+/- 32,0.0625,N/A
ELEV QUADRANT POS,S,12,3,265,0,0,DEG,+/- 32,0.0625,N/A
ELEV QUADRANT POS,S,12,3,393,0,0,DEG,+/- 32,0.0625,N/A
AIL ROLL CMD-L,S,12,3,84,0,0,DEG,+/- 32,0.0625,N/A
AIL ROLL CMD-L,S,12,3,212,0,0,DEG,+/- 32,0.0625,N/A
AIL ROLL CMD-L,S,12,3,340,0,0,DEG,+/- 32,0.0625,N/A
AIL ROLL CMD-L,S,12,3,468,0,0,DEG,+/- 32,0.0625,N/A
CW FORCE (ROLL CWS),S,12,1,24,0,0,LBS,+/- 70,0.127,3.50%
CW FORCE (ROLL CWS),S,12,1,88,0,0,LBS,+/- 70,0.127,3.50%
CW FORCE (ROLL CWS),S,12,1,152,0,0,LBS,+/- 70,0.127,3.50%
CW FORCE (ROLL CWS),S,12,1,216,0,0,LBS,+/- 70,0.127,3.50%
CW FORCE (ROLL CWS),S,12,1,280,0,0,LBS,+/- 70,0.127,3.50%
CW FORCE (ROLL CWS),S,12,1,344,0,0,LBS,+/- 70,0.127,3.50%
CW FORCE (ROLL CWS),S,12,1,408,0,0,LBS,+/- 70,0.127,3.50%
CW FORCE (ROLL CWS),S,12,1,472,0,0,LBS,+/- 70,0.127,3.50%
CC FORCE (PITCH CWS FOREIGN),S,12,1,15,0,0,LBS,+/- 85,0.0625,3.50%
CC FORCE (PITCH CWS FOREIGN),S,12,1,79,0,0,LBS,+/- 85,0.0625,3.50%
CC FORCE (PITCH CWS FOREIGN),S,12,1,143,0,0,LBS,+/- 85,0.0625,3.50%
CC FORCE (PITCH CWS FOREIGN),S,12,1,207,0,0,LBS,+/- 85,0.0625,3.50%
CC FORCE (PITCH CWS FOREIGN),S,12,1,271,0,0,LBS,+/- 85,0.0625,3.50%
CC FORCE (PITCH CWS FOREIGN),S,12,1,335,0,0,LBS,+/- 85,0.0625,3.50%
CC FORCE (PITCH CWS FOREIGN),S,12,1,399,0,0,LBS,+/- 85,0.0625,3.50%
CC FORCE (PITCH CWS FOREIGN),S,12,1,463,0,0,LBS,+/- 85,0.0625,3.50%
CC FORCE (PITCH CWS LOCAL),S,12,1,14,0,0,LBS,+/- 85,0.0625,3.50%
CC FORCE (PITCH CWS LOCAL),S,12,1,78,0,0,LBS,+/- 85,0.0625,3.50%
CC FORCE (PITCH CWS LOCAL),S,12,1,142,0,0,LBS,+/- 85,0.0625,3.50%
CC FORCE (PITCH CWS LOCAL),S,12,1,206,0,0,LBS,+/- 85,0.0625,3.50%
CC FORCE (PITCH CWS LOCAL),S,12,1,270,0,0,LBS,+/- 85,0.0625,3.50%
CC FORCE (PITCH CWS LOCAL),S,12,1,334,0,0,LBS,+/- 85,0.0625,3.50%
CC FORCE (PITCH CWS LOCAL),S,12,1,398,0,0,LBS,+/- 85,0.0625,3.50%
CC FORCE (PITCH CWS LOCAL),S,12,1,462,0,0,LBS,+/- 85,0.0625,3.50%
RUD CMD - L,S,12,3,18,0,0,DEG,+/- 128,0.25,
RUD CMD - L,S,12,3,274,0,0,DEG,+/- 128,0.25,
RUD MOTOR CURRENT - L,S,12,3,127,0,0,AMPS,+/- 2.5,0.00488,
RUD MOTOR CURRENT - L    BNR,S,12,3,383,0,0,AMPS,+/- 2.5,0.00488,
RUD POS SYNCHRO (T-TUBE) BNR,S,12,3,99,0,0,DEG,+/- 61,0.11914,
RUD POS SYNCHRO (T-TUBE) BNR,S,12,3,227,0,0,DEG,+/- 61,0.11914,
RUD POS SYNCHRO (T-TUBE) BNR,S,12,3,355,0,0,DEG,+/- 61,0.11914,
RUD POS SYNCHRO (T-TUBE) BNR,S,12,3,483,0,0,DEG,+/- 61,0.11914,
AIL ACTUATOR POS-R,S,12,3,26,0,0,DEG,+/- 19.231,0.037560546,N/A
AIL ACTUATOR POS-R,S,12,3,154,0,0,DEG,+/- 19.231,0.037560546,N/A
AIL ACTUATOR POS-R,S,12,3,282,0,0,DEG,+/- 19.231,0.037560546,N/A
AIL ACTUATOR POS-R,S,12,3,410,0,0,DEG,+/- 19.231,0.037560546,N/A
ELEV PITCH CMD-R,S,12,3,71,0,0,DEG,+/- 32,0.0625,N/A
ELEV PITCH CMD-R,S,12,3,199,0,0,DEG,+/- 32,0.0625,N/A
ELEV PITCH CMD-R,S,12,3,327,0,0,DEG,+/- 32,0.0625,N/A
ELEV PITCH CMD-R,S,12,3,455,0,0,DEG,+/- 32,0.0625,N/A
ELEV ACTUATOR POS-R,S,12,3,11,0,0,DEG,+/- 19.231,0.037560546,N/A
ELEV ACTUATOR POS-R,S,12,3,139,0,0,DEG,+/- 19.231,0.037560546,N/A
ELEV ACTUATOR POS-R,S,12,3,267,0,0,DEG,+/- 19.231,0.037560546,N/A
ELEV ACTUATOR POS-R,S,12,3,395,0,0,DEG,+/- 19.231,0.037560546,N/A
AIL ROLL CMD-R,S,12,3,90,0,0,DEG,+/- 32,0.0625,N/A
AIL ROLL CMD-R,S,12,3,218,0,0,DEG,+/- 32,0.0625,N/A
AIL ROLL CMD-R,S,12,3,346,0,0,DEG,+/- 32,0.0625,N/A
AIL ROLL CMD-R,S,12,3,474,0,0,DEG,+/- 32,0.0625,N/A
RUD CMD - R,S,12,3,146,0,0,DEG,+/- 128,0.25,
RUD CMD - R,S,12,3,402,0,0,DEG,+/- 128,0.25,
RUD MOTOR CURRENT - R,S,12,3,255,0,0,AMPS,+/- 2.5,0.00488,
RUD MOTOR CURRENT - R,S,12,3,511,0,0,AMPS,+/- 2.5,0.00488,
DME DISTANCE-LT,,12,3,187,0,0,NM,256,0.25,+/-0.1
PRES POSN LAT - MSDATA,S,12,1,183,0,0,DEG,+/-90,0.043945312,N/A
PRES POSN LAT - MSDATA,S,12,1,439,0,0,DEG,+/-90,0.043945312,N/A
PRES POSN LAT - LSDATA,,12,1,182,0,0,DEG,0-0.70313,0.00017,N/A
PRES POSN LAT - LSDATA,,12,1,438,0,0,DEG,0-0.70313,0.00017,N/A
PRES POSN LONG - MSDATA  BNR,S,12,1,185,0,0,DEG,+/-180,0.087890625,N/A
PRES POSN LONG - MSDATA  BNR,S,12,1,441,0,0,DEG,+/-180,0.087890625,N/A
PRES POSN LONG - LSDATA,,12,1,184,0,0,DEG,0-0.70313,0.00017,N/A
PRES POSN LONG - LSDATA,,12,1,440,0,0,DEG,0-0.70313,0.00017,N/A
GROUNDSPEED,,12,2,49,0,0,KT,0-1024,0.5,SEE IRU SCD
GROUNDSPEED,,12,2,177,0,0,KT,0-1024,0.5,SEE IRU SCD
GROUNDSPEED,,12,2,305,0,0,KT,0-1024,0.5,SEE IRU SCD
GROUNDSPEED,,12,2,433,0,0,KT,0-1024,0.5,SEE IRU SCD
TRACK ANGLE TRUE - IRU,S,12,3,464,0,0,DEG,+/- 180,0.35156,
WIND SPEED,,12,4,244,0,0,KT,0-256,0.5,N/A
WIND SPEED,,12,4,500,0,0,KT,0-256,0.5,N/A
WIND DIRECTION TRUE,S,12,3,116,0,0,DEG,+/-180,0.3515625,N/A
WIND DIRECTION TRUE,S,12,3,372,0,0,DEG,+/-180,0.3515625,N/A
DRIFT ANGLE,S,12,3,51,0,0,DEG,+/-45,0.087890625,N/A
DRIFT ANGLE,S,12,3,179,0,0,DEG,+/-45,0.087890625,N/A
DRIFT ANGLE,S,12,3,307,0,0,DEG,+/-45,0.087890625,N/A
DRIFT ANGLE,S,12,3,435,0,0,DEG,+/-45,0.087890625,N/A
BODY PITCH RATE,S,12,1,41,0,0,DEG/SEC,+/-128,0.0625,SEE IR SCD
BODY PITCH RATE,S,12,1,105,0,0,DEG/SEC,+/-128,0.0625,SEE IR SCD
BODY PITCH RATE,S,12,1,169,0,0,DEG/SEC,+/-128,0.0625,SEE IR SCD
BODY PITCH RATE,S,12,1,233,0,0,DEG/SEC,+/-128,0.0625,SEE IR SCD
BODY PITCH RATE,S,12,1,297,0,0,DEG/SEC,+/-128,0.0625,SEE IR SCD
BODY PITCH RATE,S,12,1,361,0,0,DEG/SEC,+/-128,0.0625,SEE IR SCD
BODY PITCH RATE,S,12,1,425,0,0,DEG/SEC,+/-128,0.0625,SEE IR SCD
BODY PITCH RATE,S,12,1,489,0,0,DEG/SEC,+/-128,0.0625,SEE IR SCD
BODY ROLL RATE,S,12,1,42,0,0,DEG/SEC,+/-128,0.0625,SEE IR SCD
BODY ROLL RATE,S,12,1,106,0,0,DEG/SEC,+/-128,0.0625,SEE IR SCD
BODY ROLL RATE,S,12,1,170,0,0,DEG/SEC,+/-128,0.0625,SEE IR SCD
BODY ROLL RATE,S,12,1,234,0,0,DEG/SEC,+/-128,0.0625,SEE IR SCD
BODY ROLL RATE,S,12,1,298,0,0,DEG/SEC,+/-128,0.0625,SEE IR SCD
BODY ROLL RATE,S,12,1,362,0,0,DEG/SEC,+/-128,0.0625,SEE IR SCD
BODY ROLL RATE,S,12,1,426,0,0,DEG/SEC,+/-128,0.0625,SEE IR SCD
BODY ROLL RATE,S,12,1,490,0,0,DEG/SEC,+/-128,0.0625,SEE IR SCD
BODY YAW RATE,S,12,1,38,0,0,DEG/SEC,+/-128,0.0625,SEE IR SCD
BODY YAW RATE,S,12,1,102,0,0,DEG/SEC,+/-128,0.0625,SEE IR SCD
BODY YAW RATE,S,12,1,166,0,0,DEG/SEC,+/-128,0.0625,SEE IR SCD
BODY YAW RATE,S,12,1,230,0,0,DEG/SEC,+/-128,0.0625,SEE IR SCD
BODY YAW RATE,S,12,1,294,0,0,DEG/SEC,+/-128,0.0625,SEE IR SCD
BODY YAW RATE,S,12,1,358,0,0,DEG/SEC,+/-128,0.0625,SEE IR SCD
BODY YAW RATE,S,12,1,422,0,0,DEG/SEC,+/-128,0.0625,SEE IR SCD
BODY YAW RATE,S,12,1,486,0,0,DEG/SEC,+/-128,0.0625,SEE IR SCD
INERTIAL VERT SPD,S,12,1,33,0,0,FT/MIN,+/- 32768,16,
INERTIAL VERT SPD,S,12,1,161,0,0,FT/MIN,+/- 32768,16,
INERTIAL VERT SPD,S,12,1,289,0,0,FT/MIN,+/- 32768,16,
INERTIAL VERT SPD,S,12,1,417,0,0,FT/MIN,+/- 32768,16,
APU N1,,12,5,317,1,0,%RPM,0-128,0.5,N/A
APU OIL TEMP,S,12,3,317,3,0,DEG C,+/-512,1,N/A
APU EGT (T5),S,12,2,317,2,0,DEG C,+/-2048,2,N/A
APU FUEL FLOW,,12,4,317,4,0,LB/HR,0-512,1,N/A
FLIGHT PATH X POSITION,S,12,1,30,1,0,DU,+/-512,0.25,N/A
FLIGHT PATH Y POSITION,S,12,1,30,2,0,DU,+/-512,0.25,N/A
GUIDANCE CUE X POSITION,S,12,1,30,3,0,DU,+/-512,0.25,N/A
GUIDANCE CUE Y POSITION,S,12,1,30,4,0,DU,+/-512,0.25,N/A
VERTICAL ACCELERATION,S,12,1,2,0,0,G's,+6 to -3,0.00228938,+/-1.0%
VERTICAL ACCELERATION,S,12,1,34,0,0,G's,+6 to -3,0.00228938,+/-1.0%
VERTICAL ACCELERATION,S,12,1,66,0,0,G's,+6 to -3,0.00228938,+/-1.0%
VERTICAL ACCELERATION,S,12,1,98,0,0,G's,+6 to -3,0.00228938,+/-1.0%
VERTICAL ACCELERATION,S,12,1,130,0,0,G's,+6 to -3,0.00228938,+/-1.0%
VERTICAL ACCELERATION,S,12,1,162,0,0,G's,+6 to -3,0.00228938,+/-1.0%
VERTICAL ACCELERATION,S,12,1,194,0,0,G's,+6 to -3,0.00228938,+/-1.0%
VERTICAL ACCELERATION,S,12,1,226,0,0,G's,+6 to -3,0.00228938,+/-1.0%
VERTICAL ACCELERATION,S,12,1,258,0,0,G's,+6 to -3,0.00228938,+/-1.0%
VERTICAL ACCELERATION,S,12,1,290,0,0,G's,+6 to -3,0.00228938,+/-1.0%
VERTICAL ACCELERATION,S,12,1,322,0,0,G's,+6 to -3,0.00228938,+/-1.0%
VERTICAL ACCELERATION,S,12,1,354,0,0,G's,+6 to -3,0.00228938,+/-1.0%
VERTICAL ACCELERATION,S,12,1,386,0,0,G's,+6 to -3,0.00228938,+/-1.0%
VERTICAL ACCELERATION,S,12,1,418,0,0,G's,+6 to -3,0.00228938,+/-1.0%
VERTICAL ACCELERATION,S,12,1,450,0,0,G's,+6 to -3,0.00228938,+/-1.0%
VERTICAL ACCELERATION,S,12,1,482,0,0,G's,+6 to -3,0.00228938,+/-1.0%
PITCH TRIM POSITION,S,12,1,8,0,0,DEG,+4 TO -13,0.03117,+/-30 MIN
PITCH TRIM POSITION,S,12,1,136,0,0,DEG,+4 TO -13,0.03117,+/-30 MIN
PITCH TRIM POSITION,S,12,1,264,0,0,DEG,+4 TO -13,0.03117,+/-30 MIN
PITCH TRIM POSITION,S,12,1,392,0,0,DEG,+4 TO -13,0.03117,+/-30 MIN
LATERAL ACCELERATION,S,12,3,21,0,0,G's,+/-1,0.00203649,+/-1.0%
LATERAL ACCELERATION,S,12,3,53,0,0,G's,+/-1,0.00203649,+/-1.0%
LATERAL ACCELERATION,S,12,3,85,0,0,G's,+/-1,0.00203649,+/-1.0%
LATERAL ACCELERATION,S,12,3,117,0,0,G's,+/-1,0.00203649,+/-1.0%
LATERAL ACCELERATION,S,12,3,149,0,0,G's,+/-1,0.00203649,+/-1.0%
LATERAL ACCELERATION,S,12,3,181,0,0,G's,+/-1,0.00203649,+/-1.0%
LATERAL ACCELERATION,S,12,3,213,0,0,G's,+/-1,0.00203649,+/-1.0%
LATERAL ACCELERATION,S,12,3,245,0,0,G's,+/-1,0.00203649,+/-1.0%
LATERAL ACCELERATION,S,12,3,277,0,0,G's,+/-1,0.00203649,+/-1.0%
LATERAL ACCELERATION,S,12,3,309,0,0,G's,+/-1,0.00203649,+/-1.0%
LATERAL ACCELERATION,S,12,3,341,0,0,G's,+/-1,0.00203649,+/-1.0%
LATERAL ACCELERATION,S,12,3,373,0,0,G's,+/-1,0.00203649,+/-1.0%
LATERAL ACCELERATION,S,12,3,405,0,0,G's,+/-1,0.00203649,+/-1.0%
LATERAL ACCELERATION,S,12,3,437,0,0,G's,+/-1,0.00203649,+/-1.0%
LATERAL ACCELERATION,S,12,3,469,0,0,G's,+/-1,0.00203649,+/-1.0%
LATERAL ACCELERATION,S,12,3,501,0,0,G's,+/-1,0.00203649,+/-1.0%
CONTROL COL POSN - CAPT,S,12,2,6,0,0,DEG,14.75 TO -13.75,0.02202473,+/- 20 MIN
CONTROL COL POSN - CAPT,S,12,2,70,0,0,DEG,14.75 TO -13.75,0.02202473,+/- 20 MIN
CONTROL COL POSN - CAPT,S,12,2,134,0,0,DEG,14.75 TO -13.75,0.02202473,+/- 20 MIN
CONTROL COL POSN - CAPT,S,12,2,198,0,0,DEG,14.75 TO -13.75,0.02202473,+/- 20 MIN
CONTROL COL POSN - CAPT,S,12,2,262,0,0,DEG,14.75 TO -13.75,0.02202473,+/- 20 MIN
CONTROL COL POSN - CAPT,S,12,2,326,0,0,DEG,14.75 TO -13.75,0.02202473,+/- 20 MIN
CONTROL COL POSN - CAPT,S,12,2,390,0,0,DEG,14.75 TO -13.75,0.02202473,+/- 20 MIN
CONTROL COL POSN - CAPT,S,12,2,454,0,0,DEG,14.75 TO -13.75,0.02202473,+/- 20 MIN
CONTROL WHEEL POSN - CAPT,S,12,3,19,0,0,DEG,-107.5 to 107.5,0.3515625,+/- 20 MIN
CONTROL WHEEL POSN - CAPT,S,12,3,83,0,0,DEG,-107.5 to 107.5,0.3515625,+/- 20 MIN
CONTROL WHEEL POSN - CAPT,S,12,3,147,0,0,DEG,-107.5 to 107.5,0.3515625,+/- 20 MIN
CONTROL WHEEL POSN - CAPT,S,12,3,211,0,0,DEG,-107.5 to 107.5,0.3515625,+/- 20 MIN
CONTROL WHEEL POSN - CAPT,S,12,3,275,0,0,DEG,-107.5 to 107.5,0.3515625,+/- 20 MIN
CONTROL WHEEL POSN - CAPT,S,12,3,339,0,0,DEG,-107.5 to 107.5,0.3515625,+/- 20 MIN
CONTROL WHEEL POSN - CAPT,S,12,3,403,0,0,DEG,-107.5 to 107.5,0.3515625,+/- 20 MIN
CONTROL WHEEL POSN - CAPT,S,12,3,467,0,0,DEG,-107.5 to 107.5,0.3515625,+/- 20 MIN
RUD PEDAL POS,S,12,2,39,0,0,DEG,+/-15,0.02843471,+/-30 MIN
RUD PEDAL POS,S,12,2,103,0,0,DEG,+/-15,0.02843471,+/-30 MIN
RUD PEDAL POS,S,12,2,167,0,0,DEG,+/-15,0.02843471,+/-30 MIN
RUD PEDAL POS,S,12,2,231,0,0,DEG,+/-15,0.02843471,+/-30 MIN
RUD PEDAL POS,S,12,2,295,0,0,DEG,+/-15,0.02843471,+/-30 MIN
RUD PEDAL POS,S,12,2,359,0,0,DEG,+/-15,0.02843471,+/-30 MIN
RUD PEDAL POS,S,12,2,423,0,0,DEG,+/-15,0.02843471,+/-30 MIN
RUD PEDAL POS,S,12,2,487,0,0,DEG,+/-15,0.02843471,+/-30 MIN
ELEV POS-L,S,12,1,4,0,0,DEG,-18.5 TO 24.5,0.049834123,+/-30 MIN
ELEV POS-L,S,12,1,68,0,0,DEG,-18.5 TO 24.5,0.049834123,+/-30 MIN
ELEV POS-L,S,12,1,132,0,0,DEG,-18.5 TO 24.5,0.049834123,+/-30 MIN
ELEV POS-L,S,12,1,196,0,0,DEG,-18.5 TO 24.5,0.049834123,+/-30 MIN
ELEV POS-L,S,12,1,260,0,0,DEG,-18.5 TO 24.5,0.049834123,+/-30 MIN
ELEV POS-L,S,12,1,324,0,0,DEG,-18.5 TO 24.5,0.049834123,+/-30 MIN
ELEV POS-L,S,12,1,388,0,0,DEG,-18.5 TO 24.5,0.049834123,+/-30 MIN
ELEV POS-L,S,12,1,452,0,0,DEG,-18.5 TO 24.5,0.049834123,+/-30 MIN
ELEV POS-R,S,12,1,10,0,0,DEG,-18.5 to 24.5,0.049834123,+/-30 MIN
ELEV POS-R,S,12,1,74,0,0,DEG,-18.5 to 24.5,0.049834123,+/-30 MIN
ELEV POS-R,S,12,1,138,0,0,DEG,-18.5 to 24.5,0.049834123,+/-30 MIN
ELEV POS-R,S,12,1,202,0,0,DEG,-18.5 to 24.5,0.049834123,+/-30 MIN
ELEV POS-R,S,12,1,266,0,0,DEG,-18.5 to 24.5,0.049834123,+/-30 MIN
ELEV POS-R,S,12,1,330,0,0,DEG,-18.5 to 24.5,0.049834123,+/-30 MIN
ELEV POS-R,S,12,1,394,0,0,DEG,-18.5 to 24.5,0.049834123,+/-30 MIN
ELEV POS-R,S,12,1,458,0,0,DEG,-18.5 to 24.5,0.049834123,+/-30 MIN
AIL POS-L,S,12,1,17,0,0,DEG,-16 TO 21,0.05841792,+/-30 MIN
AIL POS-L,S,12,1,81,0,0,DEG,-16 TO 21,0.05841792,+/-30 MIN
AIL POS-L,S,12,1,145,0,0,DEG,-16 TO 21,0.05841792,+/-30 MIN
AIL POS-L,S,12,1,209,0,0,DEG,-16 TO 21,0.05841792,+/-30 MIN
AIL POS-L,S,12,1,273,0,0,DEG,-16 TO 21,0.05841792,+/-30 MIN
AIL POS-L,S,12,1,337,0,0,DEG,-16 TO 21,0.05841792,+/-30 MIN
AIL POS-L,S,12,1,401,0,0,DEG,-16 TO 21,0.05841792,+/-30 MIN
AIL POS-L,S,12,1,465,0,0,DEG,-16 TO 21,0.05841792,+/-30 MIN
AIL POS-R,S,12,1,23,0,0,DEG,-16 TO 21,0.05841792,+/-30 MIN
AIL POS-R,S,12,1,87,0,0,DEG,-16 TO 21,0.05841792,+/-30 MIN
AIL POS-R,S,12,1,151,0,0,DEG,-16 TO 21,0.05841792,+/-30 MIN
AIL POS-R,S,12,1,215,0,0,DEG,-16 TO 21,0.05841792,+/-30 MIN
AIL POS-R,S,12,1,279,0,0,DEG,-16 TO 21,0.05841792,+/-30 MIN
AIL POS-R,S,12,1,343,0,0,DEG,-16 TO 21,0.05841792,+/-30 MIN
AIL POS-R,S,12,1,407,0,0,DEG,-16 TO 21,0.05841792,+/-30 MIN
AIL POS-R,S,12,1,471,0,0,DEG,-16 TO 21,0.05841792,+/-30 MIN
LONGITUDINAL ACCELERATION,S,12,3,13,0,0,G's,+/-1,0.00203649,+/-1.0%
LONGITUDINAL ACCELERATION,S,12,3,45,0,0,G's,+/-1,0.00203649,+/-1.0%
LONGITUDINAL ACCELERATION,S,12,3,77,0,0,G's,+/-1,0.00203649,+/-1.0%
LONGITUDINAL ACCELERATION,S,12,3,109,0,0,G's,+/-1,0.00203649,+/-1.0%
LONGITUDINAL ACCELERATION,S,12,3,141,0,0,G's,+/-1,0.00203649,+/-1.0%
LONGITUDINAL ACCELERATION,S,12,3,173,0,0,G's,+/-1,0.00203649,+/-1.0%
LONGITUDINAL ACCELERATION,S,12,3,205,0,0,G's,+/-1,0.00203649,+/-1.0%
LONGITUDINAL ACCELERATION,S,12,3,237,0,0,G's,+/-1,0.00203649,+/-1.0%
LONGITUDINAL ACCELERATION,S,12,3,269,0,0,G's,+/-1,0.00203649,+/-1.0%
LONGITUDINAL ACCELERATION,S,12,3,301,0,0,G's,+/-1,0.00203649,+/-1.0%
LONGITUDINAL ACCELERATION,S,12,3,333,0,0,G's,+/-1,0.00203649,+/-1.0%
LONGITUDINAL ACCELERATION,S,12,3,365,0,0,G's,+/-1,0.00203649,+/-1.0%
LONGITUDINAL ACCELERATION,S,12,3,397,0,0,G's,+/-1,0.00203649,+/-1.0%
LONGITUDINAL ACCELERATION,S,12,3,429,0,0,G's,+/-1,0.00203649,+/-1.0%
LONGITUDINAL ACCELERATION,S,12,3,461,0,0,G's,+/-1,0.00203649,+/-1.0%
LONGITUDINAL ACCELERATION,S,12,3,493,0,0,G's,+/-1,0.00203649,+/-1.0%
CONTROL WHEEL POSN - F/O,S,12,3,25,0,0,DEG,-107.5 TO 107.5,0.3515625,+/- 20 MIN
CONTROL WHEEL POSN - F/O,S,12,3,89,0,0,DEG,-107.5 TO 107.5,0.3515625,+/- 20 MIN
CONTROL WHEEL POSN - F/O,S,12,3,153,0,0,DEG,-107.5 TO 107.5,0.3515625,+/- 20 MIN
CONTROL WHEEL POSN - F/O,S,12,3,217,0,0,DEG,-107.5 TO 107.5,0.3515625,+/- 20 MIN
CONTROL WHEEL POSN - F/O,S,12,3,281,0,0,DEG,-107.5 TO 107.5,0.3515625,+/- 20 MIN
CONTROL WHEEL POSN - F/O,S,12,3,345,0,0,DEG,-107.5 TO 107.5,0.3515625,+/- 20 MIN
CONTROL WHEEL POSN - F/O,S,12,3,409,0,0,DEG,-107.5 TO 107.5,0.3515625,+/- 20 MIN
CONTROL WHEEL POSN - F/O,S,12,3,473,0,0,DEG,-107.5 TO 107.5,0.3515625,+/- 20 MIN
SPD BRAKE HANDLE POSN,S,12,1,72,0,0,DEG,-3 TO 51,0.098000986,+/-30 MIN
SPD BRAKE HANDLE POSN,S,12,1,328,0,0,DEG,-3 TO 51,0.098000986,+/-30 MIN
CONTROL COL POSN - F/O,S,12,2,12,0,0,DEG,14.75 TO -13.75,0.02202473,+/- 20 MIN
CONTROL COL POSN - F/O,S,12,2,76,0,0,DEG,14.75 TO -13.75,0.02202473,+/- 20 MIN
CONTROL COL POSN - F/O,S,12,2,140,0,0,DEG,14.75 TO -13.75,0.02202473,+/- 20 MIN
CONTROL COL POSN - F/O,S,12,2,204,0,0,DEG,14.75 TO -13.75,0.02202473,+/- 20 MIN
CONTROL COL POSN - F/O,S,12,2,268,0,0,DEG,14.75 TO -13.75,0.02202473,+/- 20 MIN
CONTROL COL POSN - F/O,S,12,2,332,0,0,DEG,14.75 TO -13.75,0.02202473,+/- 20 MIN
CONTROL COL POSN - F/O,S,12,2,396,0,0,DEG,14.75 TO -13.75,0.02202473,+/- 20 MIN
CONTROL COL POSN - F/O,S,12,2,460,0,0,DEG,14.75 TO -13.75,0.02202473,+/- 20 MIN
SPOILER POSITION NO. 3,,12,1,27,0,0,DEG,0 to 33,0.06875084,+/-30 MIN
SPOILER POSITION NO. 3,,12,1,91,0,0,DEG,0 to 33,0.06875084,+/-30 MIN
